SiteSource	ItemID	ManufacturerID	ManufacturerCode	ManufacturerName	ProductID	ProductName	ProductDescription	ManufacturerItemCode	ItemDescription	ImageFileName	ItemImageURL	NDCItemCode	PKG	UnitPrice	QuantityOnHand	PriceDescription	Availability	PrimaryCategoryID	PrimaryCategoryName	SecondaryCategoryID	SecondaryCategoryName	CategoryID	CategoryName	IsRX	IsTBD
AIM	10143817	29	10	American Diagnostic Corporation	10014850	ADC PROSCOPE™ NURSESCOPE ACCESSORIES		660-05TN	Y Tubing For PROSCOPES, Navy				ea	1.0500	0		Mfr. Direct	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	259	Stethoscope Replacement Parts	N	N
AIM	10316444	915	10001086	Quantum Medical	10036534	QUANTUM MEDICAL ULTRA SERIES STACK AND HANG BINS & ACCESSORIES		QUS220BK	Bins, Stack and Hang, Black, 7-3/8" x 4-1/8" x 3", 24/ctn (DROP SHIP ONLY)			QTM QUS220BK	ctn	53.4500	0		Drop Ship Only	10	Equipment & Furniture	96	Cabinetry	649	Miscellaneous storage	N	N
AIM	10366439	191	261	Cardinal Health	10038990	CARDINAL HEALTH MOBILITY ESSENTIALS		CWAL0006	Aluminum Walker, Dual Release Folding, 5" Single Front Wheels, Junior, 25"-32", 300 lb, 2/cs (Continental US Only)			CHC CWAL0006	cs	64.1300	0		14-21 Days	4	Extended Care/Home Health	46	Patient Mobility	498	Wheelchairs & Replacement Parts	N	N
AIM	10358554	122	10000117	Dukal Corporation	10040834	DUKAL MVP PATIENT BIBS		27403-BK	Patient Bibs, 13" x 18" Blue, 125/bg, 16 bg/cs			DUK 27403-BK	cs	78.2600	89		Stock Item	24	Dental Merchandise	213	Disposables	314	Aprons	N	N
AIM	10359010	1118	10001327	MDPro	10040910	MDPRO (EDAN DIAGNOSTICS)  PROBE		SD3.3MHZ	3MHz Waterproof Probe for SD3, Interchangeable (DROP SHIP ONLY) (Not Available For Sale into Canada)			EDA SD3.3MHZ	ea	49.5000	0		Drop Ship Only	1	Diagnostic Instruments	26	Dopplers	237	Equipment	N	N
AIM	10373645	60	2	Symmetry Surgical, Inc.	10042540	SYMMETRY SURGICAL NEEDLE		45-8002	Symmetry® Needle, Heparin Flushing, 1 7/8"			AAR 45-8002	ea	99.1600	0		14-21 Days	11	Needles & Syringes	107	Needles	707	Specialty	N	N
AIM	10345003	147	10000455	First Aid Only/Acme United Corporation	10021031	FIRST AID ONLY/ACME UNITED ANSI/OSHA COMPLIANT PACKAGE	Packages meet federal OSHA requirements, meet ANSI standards, and cover four compliance issues: First aid, blood borne pathogens, personal protection and CPR. Wall mountable, durable plastic kits. Includes: (1) 223-AN - Bulk First Aid Kit - 25 Person; (1) 216-O - Bloodborne Pathogen/Personal Protection Kit w/ 6 pc CPR Pack	90569	16 Unit First Aid Kit, ANSI A,  Plastic Case (DROP SHIP ONLY - $150 Minimum Order)			FAO 90569	ea	24.6000	0		Drop Ship Only	18	Safety And Emergency	151	Compliance	835	OSHA	N	N
AIM	10302815	309	10000510	Pro Advantage	10035089	PRO ADVANTAGE® WET AND FINISH MOPS	Wet and Finish Mops available in several styles and materials for cleaning floors in healthcare facilities.	P126218	Mop Pad, Ultra Looped-End Microfiber, Pocket Style, Green, 5" x 18", (DROP SHIP ONLY from Golden Star, Inc. - $100 minimum order for prepaid freight outside the Continental U.S., $50 dollar minimum order inside the Continental U.S.)	v10816.jpg	https://secure.ndc-inc.com/AIMImage/iv10816.jpg	NDC P126218	ea	3.0200	0		Drop Ship Only	5	Housekeeping And Janitorial Products	48	Cleaning Supplies	506	Equipment	N	N
AIM	10236832	142	243	Ethicon - Suture	10008975	ETHICON ETHIBOND™ EXCEL POLYESTER SUTURES	A nonabsorbable, braided, sterile, surgical suture composed of poly (ethylene, terephthalate). It is prepared from fibers of high molecular weight, long-chain, linear polyesters having recurrent aromatic rings as an integral component. It's uniformly coated with polybutilate or poly. The highly adherent coating is a relatively nonreactive nonabsorbable compound which acts as a lubricant to mechanically improve the physical properties of the uncoated suture by improving handling qualities as contrasted to the braided, uncoated fiber. They are braided for optimal handling properties, and for good visibility in the surgical field and are died green.	X831H	Suture, Taper Point, Size 4-0, 30", Green Braided, Needle SH, ½ Circle, 3 dz/bx (Continental US Only)			ETH X831H	bx	259.1700	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10108101	792	10000958	Medegen Medical Products, LLC	10009836	MEDEGEN SURE-SEAL™ INFECTIOUS WASTE BAGS	Made from linear low density materials for high performance and value. Red.	47-71	Infectious Waste Bag, 31" x 41", 1.6 mil, 100/cs (100 cs/plt)	i07287.jpg	https://secure.ndc-inc.com/AIMImage/i07287.jpg	MAI 47-71	cs	27.7500	15		Stock Item	5	Housekeeping And Janitorial Products	52	Can Liners/bags	501	Biohazard	N	N
AIM	10239625	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020322	MEDTRONIC CHROMIC GUT SUTURES	CHROMIC GUT sutures are absorbable sterile surgical sutures composed of purified connective tissue (mostly collagen) derived from the serosal layer of beef (bovine) intestines. They are packaged in a solution of 89% isopropanol, 10% water and 1% triethanolmaine. Chromic gut is treated with chromic salt solution. Mild chromic sutures are specially treated for ophthalmic and cuticular applications. The manufacture of catgut raw material, consisting of long ribbons of highly selected serosal tissue, ensures: Purity of collagen for optimal tensile strength and in-vivo performance; Uniform treatment with a buffered chromium salt solution, resulting in a chromic strand with a more predictable strength and uniform in-vivo absorption; Surface smoothness to facilitate knot run-down and knot strength, due to electronic polishing of each strand. CHROMIC GUT sutures are indicated for use in general soft tissue approximation and/or ligation, including use in ophthalmic surgery, but not in cardiovascular or neurological surgery.	GG182	Suture, Taper Point, Size 3-0, 30", Needle CV-25, ½ Circle, 3 dz/bx (Continental US Only)			USS GG182	bx	283.5900	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10210043	448	10000598	BR Surgical, LLC	10024379	BR SURGICAL WORLD GRADE INSTRUMENTS		WG10-10225	Dressing Forcep, Standard, Serrated, 10"				ea	12.8500	0		Mfr. Direct	7	Instruments	73	General Surgery	552	General/Miscellaneous	N	N
AIM	10316680	915	10001086	Quantum Medical	10036544	QUANTUM MEDICAL CLEAR-VIEW DIVIDABLE GRID CONTAINERS & ACCESSORIES		DDC92000CL	Dust Cover Inlay, 14 7/8"L x 9.25"W, Clear, 4/ctn (DROP SHIP ONLY)			QTM DDC92000CL	ctn	44.8900	0		Drop Ship Only	10	Equipment & Furniture	96	Cabinetry	649	Miscellaneous storage	N	N
AIM	10371255	1022	10001222	Sklar Instruments	10039581	SKLAR REUSEABLE SURGICAL INSTRUMENTS		21-577	Sponge Forcep, Foerster, 9-1/2in Length, Floor Grade Stainless Steel, Nonsterile, Rachet Lock, Finger Ring Handle, Straight Ring, Serrated Tip, 12/bx (DROP SHIP ONLY)			SKR 21-577	bx	150.9200	0		Drop Ship Only	7	Instruments	73	General Surgery	552	General/Miscellaneous	N	N
AIM	10346048	160	51	Graham Medical	22608	GRAHAM MEDICAL ELITE LAB COAT	Full length, long sleeve, white lab coat with full collar and snap closures. Made of soft, heavyweight, spunbound material for greater comfort during extended wear. Non-absorbent. Raglan sleeves with full knit cuffs. Three pockets. White.	85173	Labmates Coat,  3-Pocket, Medium, Nonwoven, White, 50/cs			GRA 85173	cs	139.9500	0		14-21 Days	15	Protective Apparel 	132	Apparel	756	Coats/Jackets	N	N
AIM	10090801	248	88	Integra Miltex	10006940	MILTEX DEAVER OPERATING SCISSORS		5-106	Operating Scissors, 5½" Curved, Sharp-Sharp Points	i65335.jpg	https://secure.ndc-inc.com/AIMImage/i65335.jpg		ea	43.6700	0		Mfr. Direct	7	Instruments	73	General Surgery	557	Scissors	N	N
AIM	10237213	142	243	Ethicon - Suture	10008974	ETHICON PROLENE™ POLYPROPYLENE SUTURES		8709H	Suture, Taper Point, Size 6-0, 30", Blue Monofilament, Needle BV-1 BV-1, 3/8 Circle, 3 dz/bx (Continental US Only)			ETH 8709H	bx	2227.1300	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10223617	166	10000517	Pelstar LLC/Health O Meter Professional Scales	10022358	PELSTAR/HEALTH O METER PROFESSIONAL SCALE - HOME CARE DIAL SCALES	These scales with easy-to-read dials assist home healthcare providers. They offer an array of platform sizes and capacities. Features Include: Easy-to-read dials, Differing platform sizes, Sturdy construction.	100LB	Mechanical Floor Scale, 270 lb Capacity, 10¼" x 9 7/8" x 1 7/8" Platform Dimension, Steel Base, Easy To Read Dial, Non-Slip Mat, 3/cs (DROP SHIP ONLY)	v15822.jpg	https://secure.ndc-inc.com/AIMImage/iv15822.jpg	HMP 100LB	cs	42.0000	0		Drop Ship Only	10	Equipment & Furniture	99	Measurement Devices	664	Scales/Accessories	N	N
AIM	10247259	580	10000711	Fabrication Enterprises, Inc.	10028681	FABRICATION MASSAGERS & DEEP-MUSCLE THERAPY TOOLS		30-1998	Massage Ball, 10cm (4.0") Blue			FAB 30-1998	ea	2.1300	0	Call for pricing	Mfr. Direct	12	Orthopedic & Physical Therapy	114	Physical Therapy 	734	Equipment	N	N
AIM	10288450	563	10000701	BSN Medical/Jobst	10033520	BSN MEDICAL JOBST® OPAQUE COMPRESSION HOSE	Lightweight. Resilient yarns allow for greater durability. Reciprocated heel and toe for better fit and durability. Available in knee high, thigh high and pantyhose styles. Assorted colors.	115156	Compression Hose, Waist High, 20-30 mmHG, Closed Toe, Classic Black, Small			BSN 115156	pr	76.7900	0		14-21 Days	12	Orthopedic & Physical Therapy	115	Soft Goods	742	Compression	N	N
AIM	10234077	406	10000350	Zoll Medical	10027767	ZOLL R-SERIES® ALS DEFIBRILLATORS	Equipped with Real-CPR-Help for ALS, OneStep system (when indicated), Code Readiness testing system, Rectilinear biphasic technology, Advisory Defibrillation (AHA 2010 Guidelines 2005-compatible, Built-in test port, Compact flash card slot, Integrated AC Power (120 VAC/60 Hz), 5.8 Ah lithium ion battery pack ordered separately and 5-year hospital warranty. Available parameters: OneStep Pacing Includes: OneStep Pacing Cable (also supports CPR); One-Step Cable Manager & ECG leads; Masimo Pulse Oximetry Includes: Signal Extraction Technology; Reusable adult sensor and 4 ft extension cable; NIBP includes: 23-33cm reusable cuff and 3 meter air hose; RMT motion tolerance; For use with adult, pedi and neonatal patients; EtCO2 includes: CAPNOSTAT® 5 Mainstream CO2 Sensor; For use with adult, pedi and neonatal patients. Airway adapter not included.	30310000001030012	 R Series ALS Defibrillator (DROP SHIP ONLY)  (Item is considered HAZMAT and cannot ship via Air or to AK, GU, HI, PR, VI)	i67536.jpg	https://secure.ndc-inc.com/AIMImage/i67536.jpg	ZOL 30310000001030012	ea	8509.5700	0		Drop Ship Only	1	Diagnostic Instruments	25	Cardiology	235	AED/Defib/Accessories	N	N
AIM	10316818	915	10001086	Quantum Medical	10036545	QUANTUM MEDICAL BINS & ACCESSORIES		QBC111BL	Bin Cup, 1.75" x 3" x 3", Blue, 48/ctn (DROP SHIP ONLY)			QTM QBC111BL	ctn	42.9800	0		Drop Ship Only	10	Equipment & Furniture	96	Cabinetry	649	Miscellaneous storage	N	N
AIM	10323808	317	302	Quidel Corporation	10036553	QUIDEL SOFIA 2 ANALYZER & TEST KITS		20321	Sofia 2 Strep A FIA Starter Kit, Includes: (1) Leased Analyzer, (1) Install Pack, (3) Strep A Kits, 25 tests/kt (Continental US Only - including Alaska & Hawaii) (DROP SHIP ONLY)			QUI 20321	kt	262.5000	0		Drop Ship Only	2	Lab - Point of Care	33	Rapid Tests	424	Influenza	N	N
AIM	10350644	563	10000701	BSN Medical/Jobst	10039950	BSN MEDICAL COMPRESSION STOCKINGS		114202	Compression Stocking, Thigh Relief, 20-30mmhg, OPEN TOE Silicone, Beige, LG			BSN 114202	pr	45.5900	0		Stock Item	12	Orthopedic & Physical Therapy	115	Soft Goods	742	Compression	N	N
AIM	10370357	295	10000422	Pfizer, Inc.	10042025	PFIZER HEPARIN SODIUM INJECTABLE		00409762059	Heparin Sodium in 0.9% Sodium Chloride Injection, 2 units/ml, 1000 ml Flexible Container, 2 Port, 12/cs (Rx) (We must have your Wholesale Drug License on File before shipping this product) (US Only, Excluding IN and ND) (Limited supply with estimated recovery of 1Q 2023)			PFZ 00409762059	cs	92.7000	0		14-21 Days	1071	Pharmaceutical/RX	1068	Injectables	0		Y	N
AIM	10079453	160	51	Graham Medical	11037	GRAHAM MEDICAL TISSUE/POLYBACK TOWELS	Soft absorbent surface backed by polyethylene film. Soft and highly absorbent on one side, impervious to liquids on the other. Many colors and styles are available. Towels are non-autoclavable.	186	Towel, White, 17" x 18", 2-Ply, 500/cs (63 cs/plt)	I00937.jpg	https://secure.ndc-inc.com/AIMImage/I00937.jpg	GRA 186	cs	29.5700	0		Stock Item	13	Patient Care & Exam Room Supplies	120	Exam Paper Products	779	Towels	N	N
AIM	10091230	248	88	Integra Miltex	10007068	MILTEX RHOTON MICRO FORCEPS	Straight.	17-1150	Rhoton Micro Forceps, 7", 0.3mm Tips	i65456.jpg	https://secure.ndc-inc.com/AIMImage/i65456.jpg		ea	299.9100	0		Mfr. Direct	7	Instruments	70	ENT	546	General/Miscellaneous	N	N
AIM	10185005	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020325	MEDTRONIC VALLEYLAB ELECTROSURGICAL ACCESSORIES		E2515	Electrosurgical Pencil, Rocker Switch & Disposable Blade Electrode & 10 ft cord, 50/cs (Continental US Only)			USS E2515	cs	307.5800	1		Stock Item	21	Surgery/Minor Procedure	180	Electrosurgery	880	Generators/Accessories	N	N
AIM	10310217	530	10000685	Cytiva	10035695	CYTIVA WHATMAN UNIFLO SYRINGE FILTERS		9911-2504	Syringe Filter, 25mm Diameter, 0.45 µm, PTFE, 500/pk			GBS 9911-2504	pk	677.6300	0		14-21 Days	9	Lab Equipment & Accessories	1060	Filtration Devices	1036	Syringe Filters	N	N
AIM	10314423	894	10001076	Globe Scientific, Inc.	10036276	GLOBE SCIENTIFIC LEAK RESISTANT CONTAINERS		6520FL	Leak Resistant Container w/ 10% Neutral Buffered Formalin, 40 mL, PP, 96/cs			GLS 6520FL	cs	52.7000	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	0		N	N
AIM	10331377	153	10000374	GE Healthcare Technologies	10036707	GE MEDICAL CARESCAPE ™ V100 VITAL SIGNS MONITORS	By combining fast determination times with an advanced algorithm, the CARESCAPE V100 monitor helps ensure patient comfort while maintaining a high standard of a clinical accuracy.  It also includes some of the same advanced parameters and algorithms as other high acuity GE monitors, ensuring measurement consistency across all care areas.	2038478-001	Accessories: GCX Utility Hook (aka M Hook or Cable Organizer) (Continental US Only)			GEM 2038478-001	ea	34.9500	0		14-21 Days	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	269	Vital Signs Monitors	N	N
AIM	10345412	235	10000404	Medicom, Inc.	10041316	MEDICOM SAFEMASK FREEFLOW L1		200316	FreeFlow Face Mask, ASTM Level 1, Pink, 50/bx, 10 bx/cs (Not Available for sale into Canada)			MDC 200316	cs	78.7800	0		Stock Item	15	Protective Apparel 	132	Apparel	753	Masks	N	N
AIM	10375685	1130	10001352	Gentell	10042676	GENTELL ADVANCED WOUND CARE PRODUCTS		GEN-12600	Comfortell, 6" x 6", Water Resistant, 50/cs			GTL GEN-12600	cs	56.6300	0		14-21 Days	19	Skin And Wound Care	162	Wound Cleansers/Fillers	0		N	N
AIM	10136478	160	51	Graham Medical	8405	GRAHAM MEDICAL TISSUE/POLY/TISSUE EXAMINATION GOWN	Extra absorbent gowns made with polyethylene between two layers of absorbent tissue. Permits absorbency, yet retains strength during extended examinations. Designed to provide complete opacity, assuring patient confidence. Reversible front/back opening unless noted.	44507	Exam Gown, 30" x 42", Blue, 50/cs (110 cs/plt)	i21547.jpg	https://secure.ndc-inc.com/AIMImage/i21547.jpg	GRA 44507	cs	21.4100	339		Stock Item	13	Patient Care & Exam Room Supplies	120	Exam Paper Products	777	Gowns	N	N
AIM	10141824	29	10	American Diagnostic Corporation	20211	ADC ADSCOPE™ 600 CARDIOLOGY STETHOSCOPE	Unique design that combines the acoustic response of a traditional bell and diaphragm into a convenient one-sided chestpiece. Bell-type low frequency response is achieved by simply holding the chestpiece in place with light pressure. Firm pressure will produce diaphragm-type frequency performance. A rubber gasket recessed into the chestpiece alters the diaphragm permitting the scope to achieve multi-frequency response. Custom molded extra thick bi-lumen 19" PVC tubing stays soft and flexible. Extra thick tubing walls minimize extraneous noise. Includes one pair of plastic eartips and two pairs of ADSOFT™ PVC eartips (small and large). Overall length 27". Weight 7.15 oz. Scope ID tag included. Lifetime quality performance guarantee. Latex free.	600GP	ADSCOPE™ 600 Cardiology Stethoscope, Gold Plated, Black				ea	103.5300	0		Mfr. Direct	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	258	Stethoscopes	N	N
AIM	10091295	248	88	Integra Miltex	33783	MILTEX WILDE EAR FORCEPS		20-120	Ear Forceps, 6½", Angular	i16278.jpg	https://secure.ndc-inc.com/AIMImage/i16278.jpg		ea	67.2100	0		Mfr. Direct	7	Instruments	70	ENT	545	Ear Forceps	N	N
AIM	10359260	174	256	Arjo Inc.	10040922	ARJO MULTI DOPPLEX® II DOPPLER WITH XS (EXTRA SENSITIVE) PROBE	Sophisticated pocket Doppler with bi-directional indication of blood flow velocity, 4 level gain control, LCD display, outputs and true separated audio signals, active noise reduction, Dopplex® Reporter software package for printout of waveforms (RS232).	LUS-MD2-EZ8XS	Multi Dopplex II Pocket, EZ8 8 MHZ Widebeam XS (Extra Sensitive) Probe (US Only)			HUN LUS-MD2-EZ8XS	ea	1002.3300	0		14-21 Days	1	Diagnostic Instruments	26	Dopplers	237	Equipment	N	N
AIM	10375396	85	29	Conmed Corporation	10042645	CONMED D SERIES ECG CABLE SYSTEMS		DL72-05	Safety Leadwires, 72" Grabber, Black, Brown, Green, Red, White, 5/pk			CMD DL72-05	pk	100.7700	0		14-21 Days	1	Diagnostic Instruments	25	Cardiology	229	ECG Accessories	N	N
AIM	10161237	372	203	TIDI Products, LLC	10008464	TIDI 3-PLY TISSUE/POLY CONTOUR BIB		917902	Contour Bib, 18" x 22", 3-Ply, Green, 400/cs	i63109.jpg	https://secure.ndc-inc.com/AIMImage/i63109.jpg	TID 917902	cs	40.3100	10		Stock Item	13	Patient Care & Exam Room Supplies	120	Exam Paper Products	779	Towels	N	N
AIM	10229363	509	10000660	Bioseal, Inc.	10026986	BIOSEAL RUBBER BANDS	Latex free.	14606/100	Rubber Bands, #32, 3" x 1/8", 6/pk, 100 pk/cs				cs	82.6600	0		Mfr. Direct	13	Patient Care & Exam Room Supplies	122	Personal Care Items	799	Miscellaneous	N	N
AIM	10316695	915	10001086	Quantum Medical	10036545	QUANTUM MEDICAL BINS & ACCESSORIES		QSB216RD	Shelf Bin, 23 5/8" x 11 1/8" x 6", Red, 6/ctn (DROP SHIP ONLY)			QTM QSB216RD	ctn	101.1800	0		Drop Ship Only	10	Equipment & Furniture	96	Cabinetry	649	Miscellaneous storage	N	N
AIM	10365598	44	205	Bard Medical/Urological Division	10038974	BARD BARDEX® I.C. INFECTION CONTROL FOLEY CATHETERS		119318M	Lubri-Sil™ Foley Catheter, Temperature-Sensing, Dual Connector, 18FR, 5cc Balloon, Latex-Free, 12/cs (US Only)			BAR 119318M	cs	369.1800	0		14-21 Days	22	Urology	195	Catheters	986	Foley	N	N
AIM	10176398	142	243	Ethicon - Suture	35329	ETHICON VICRYL™ (POLYGLACTIN 910) SUTURES		J212H	Suture, Taper Point, Size 6-0, 27", Undyed Braided, Needle RB-1, ½ Circle, 3 dz/bx (Continental US Only)			ETH J212H	bx	222.8300	0		Stock Item	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10076641	219	75	MADA Medical Products, Inc.	10004787	MADA OXYGEN REGULATORS, PARTS & ACCESSORIES		R1835-15G	Adjustable Flow Oxygen Regulators For C, D & E Cylinders, 1/2-15 LPM, Rotary Regulator, CGA-870, Contents Gauge				ea	21.9500	0		Mfr. Direct	17	Respiratory & Oxygen	143	Oxygen 	829	Regulators	N	N
AIM	10151980	343	10000280	Simport Scientific	10015506	SIMPORT DROPETTE® DISPOSABLE TRANSFER PIPETS	These unbreakable all-in-one pipets eliminate the hazard of broken glass and exposure to infectious materials. Put an end to matching rubber bulbs with glass pipets. Molded from see-through low density polyethylene. Insert to biological fluids and most acids. The low-affinity surface reduces the loss of cells and valuable proteins due to binding. Can be sealed and refrigerated. Temperature resistant down to -196°C. Can be gas (EtO) sterilized.	P200-58	Graduated Pipet, 15.6cm Length, 5mL Capacity, Non-Sterile, 500/pk, 10 pk/cs	i10952.jpg	https://secure.ndc-inc.com/AIMImage/i10952.jpg	SIM P200-58	cs	175.4700	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	643	Pipettes/Droppers/Tips	N	N
AIM	10222779	499	10000646	Encompass Group/TECHStyles®	10026650	ENCOMPASS TELEMETRY POUCH		TP100	Telemetry Pouch, White, 175/cs				cs	190.7500	0		Mfr. Direct	1	Diagnostic Instruments	25	Cardiology	236	Miscellaneous Supplies	N	N
AIM	10278259	35	202	Ansell	10032766	ANSELL MICRO-TOUCH® MICRO-THIN NITRILE EXAM GLOVES		6034313	Exam Glove, Large, Powder Free (PF), Latex Free (LF), 300/bx, 10 bx/cs (US Only)			ANS 6034313	cs	124.5000	5		Stock Item	3	Gloves	35	Nitrile/Synthetic	444	Exam/Non-sterile	N	N
AIM	10376177	88	10000398	Medtronic/Minimally Invasive Therapies (MIT)	10038101	MEDTRONIC SHILEY™ ORAL/NASAL ENDOTRACHEAL TUBE	Soft, flexible PVC tube with spiral-wound reinforcing wire is designed to help reduce risk of kinking.  Reinforcing wire is sealed tightly against bonded connector.  Reference marks at 2 cm and 4 cm above the cuff aid in proper placement of tracheal tube tip.  Uncuffed reinforced tube is made of a soft, flexible silicone tube with spiral-wound reinforcing wire.  Latex-free.	86389	Shiley™ Microlaryngeal Oral/Nasal Endotracheal Cuffed, Murphy Eye, 6.0mm, 10/pk			MAL 86389	pk	69.7600	0		14-21 Days	17	Respiratory & Oxygen	143	Oxygen 	831	Tubing	N	N
AIM	10364622	191	261	Cardinal Health	10041389	CARDINAL HEALTH URINALYSIS		UA8SGL	Urinalysis Test Strips for 8SGL, 100 strips/pk, 10 pk/cs (Continental US Only)			CHC UA8SGL	cs	300.2500	0		14-21 Days	9	Lab Equipment & Accessories	89	Urinalysis	610	Analyzers & Accessories	N	N
AIM	10192532	54	10000366	Beutlich LP Pharmaceuticals	10016866	BEUTLICH HURRICAINE® TOPICAL ANESTHETIC	20% benzocaine in a flavored, water soluble polyethylene glycol base. Used to anesthetize mucosal tissue to relieve discomfort.	0283-0293-31	Topical Anesthetic Gel, 1 oz Jar, Watermelon (US Only)	i63005.jpg	https://secure.ndc-inc.com/AIMImage/i63005.jpg	BEU 0283-0293-31	ea	6.7200	510		Stock Item	14	Pharmaceuticals/OTC	129	Topicals	809	Anesthetics	N	N
AIM	10115908	60	2	Symmetry Surgical, Inc.	10011338	SYMMETRY SURGICAL AARON ELECTROSURGICAL PENCILS & ACCESSORIES	All pencils have the standard three pin connector.	ESP6HN	Rocker Pencil, Holster & Needle, Disposable, 40/bx	i32072.jpg	https://secure.ndc-inc.com/AIMImage/i32072.jpg	AAR ESP6HN	bx	226.8000	0		Stock Item	21	Surgery/Minor Procedure	180	Electrosurgery	883	Electrodes/Grounding Pads/Tips	N	N
AIM	10203067	345	10000485	ICU Medical	10022893	ICU MEDICAL SAF-T WING® BLOOD COLLECTION SETS	Handles delicate venous blood draws, utilizing a safety feature activated with a simple one- or two- handed technique. Available with or without pre-attached Saf-T Holder® device. Available with 21g, 23g, 25g needles and 6" and 12" tubing lengths. Available with Saf-T Holder® devices, which come with the back-end needle and Luer permanently attached to the holder to reduce potential exposures and holder re-use, compliant with OSHA directives. Clamp minimizes blood leakage from tubing upon disposal.	982506	Blood Collection Set, 25G x ¾", 6" Tubing & Saf-T-Holder®, 50/bx, 4 bx/cs (US Only)	i18221.jpg	https://secure.ndc-inc.com/AIMImage/i18221.jpg	MDX 982506	cs	244.4400	0		14-21 Days	9	Lab Equipment & Accessories	91	Blood Collection Products	618	Sets	N	N
AIM	10280012	49	209	BD	10032893	BD AUTOGUARD™ INTROSYTE-N™ SAFETY INTRODUCERS		384010	Shielded Introducer, 20G x 3.2cm, 10/cs (Continental US Only) (Drop Ship Requires Pre-Approval)			BEC 384010	cs	612.1300	0		Stock Item	21	Surgery/Minor Procedure	184	Packs/Trays	900	Surgical/OR	N	N
AIM	10080397	78	10000051	Cincinnati Surgical Company	10005280	CINCINNATI LANCE™ SCALPELS & HANDLES	Disposable. Each sterile scalpel is packaged in a sterile peel open package and is supplied with a flexible blade cover for user protection.	92411	Scalpel, Size 11, Sterile, 10/bx	v10763.jpg	https://secure.ndc-inc.com/AIMImage/iv10763.jpg		bx	7.5000	0	1-24 bx	Mfr. Direct	21	Surgery/Minor Procedure	187	Scapels/Blades	912	Scalpels/Disposable	N	N
AIM	10269555	810	10000979	O&M Halyard	10014862	HALYARD ULTRA FABRIC-REINFORCED SURGICAL GOWNS		95231	Reinforced Gown, XX-Large, Sterile, 28/cs (US Only)			KIM 95231	cs	201.7800	0		14-21 Days	15	Protective Apparel 	132	Apparel	757	Gowns	N	N
AIM	10354584	530	10000685	Cytiva	10028324	CYTIVA GLASS MICROFIBER FILTER PAPERS	Whatman offers two types of glass microfiber filters manufactured from 100% borosilicate glass: binder free that is chemically inert and with binder. These filters combine fast flow rates with high loading capacity and the retention of very fine particles, extending into the sub-micron range. Can be used at temperatures up to 500°C and are ideal for use in applications involving air filtration and for gravimetric analysis of volatile materials where ignition is involved. They have a fine capillary structure and can absorb significantly larger quantities of water than an equivalent cellulose filter, making  them suitable for sport tests and liquid scintillation counting methods. Can also be made completely transparent for subsequent microscopic examination.	18208296	GF/A Filter in Holder for Nuclear Radiation Monitor, 3.2cm, 100/pk	v20703.jpg	https://secure.ndc-inc.com/AIMImage/iv20703.jpg	GBS 18208296	pk	108.3100	0		14-21 Days	9	Lab Equipment & Accessories	1059	Filter Papers & Membranes	1030	Glass Microfiber Filters	N	N
AIM	10247943	596	10000721	Kinsman Enterprises, Inc.	10028914	KINSMAN DELUXE FORMED SOCK AID	Molded plastic sock aid that allows the sock to be pulled onto the foot. The rubber self adhesive pad provides anon-slip resistance to the sock and can be placed in the best position for the user. Garter hooks assist in securing the sock or stocking. Strap handle with a tubular handle insert to assist those having difficulty with grasp. CAUTION: Garter straps contain natural rubber latex.	32005	Sock Aid with Garter Clips (DROP SHIP ONLY)			KNE 32005	ea	8.5800	0		Drop Ship Only	4	Extended Care/Home Health	45	Miscellaneous	489	Misc. Patient stuff	N	N
AIM	10289023	563	10000701	BSN Medical/Jobst	10033525	BSN MEDICAL JOBST® ULTRASHEER COMPRESSION STOCKINGS	Seamless circular knitted for a soft, silky look and comfortable feel. Reciprocated heel and toe for better fit and durability. Maternity styles provide a little "extra" for the mother-to-be. Assorted colors. Available in knee high, thigh high and pantyhose styles.	119790	Compression Stocking, Knee High, 20-30 mmHG, Open Toe, Petite, Natural, Large			BSN 119790	pr	44.1200	0		14-21 Days	12	Orthopedic & Physical Therapy	115	Soft Goods	742	Compression	N	N
AIM	10300054	853	10001011	ASE Technology, Inc	10034433	ASE DIRECT HEWLETT PACKARD COLOR TONER CARTRIDGES		Q6002A	(Brand Name) Cartridge HP 1600/2600/2605 YELLOW PAGE YIELD 2000				ea	92.9900	0	Brand Name Pricing	Mfr. Direct	10	Equipment & Furniture	104	Office Furniture	1069	Software/Office Services	N	N
